"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"1826",5451.75033082021,4799.52690853897,6103.97375310145,4454.26068474307,6449.23997689735
"1827",4946.5852781502,4032.10037657996,5861.07017972043,3548.00131190796,6345.16924439243
"1828",4721.34352019896,3736.23679612561,5706.4502442723,3214.75279687406,6227.93424352385
"1829",4609.21963565725,3592.20628673705,5626.23298457745,3053.83194056049,6164.60733075401
"1830",4543.17037714191,3505.88053860898,5580.46021567483,2956.77246720689,6129.56828707692
"1831",4496.23889790164,3443.17385781759,5549.30393798569,2885.71489915339,6106.76289664989
"1832",4457.57615640896,3390.9277132016,5524.22459961632,2826.27813527647,6088.87417754145
"1833",4422.80595856864,3343.90809484892,5501.70382228835,2772.77406540074,6072.83785173654
"1834",4390.15347931581,3299.98255643582,5480.3244021958,2722.88092994354,6057.42602868809
"1835",4358.88963316747,3258.25078348845,5459.52848284649,2675.60777127863,6042.17149505631
"1836",4328.70598644393,3218.30662463208,5439.10534825577,2630.49670940821,6026.91526347964
"1837",4299.46357484783,3179.94439161168,5418.98275808399,2587.30673454767,6011.62041514799
"1838",4271.09196194923,3143.04141615606,5399.1425077424,2545.88752855929,5996.29639533917
"1839",4243.54866698686,3107.51086116984,5379.58647280387,2506.12877352276,5980.96856045096
"1840",4216.8028502835,3073.28260971409,5360.32309085291,2467.93956037273,5965.66614019427
"1841",4190.82874606606,3040.29540378766,5341.36208834446,2431.2398426575,5950.41764947462
"1842",4165.60301227054,3008.49350765732,5322.71251688376,2395.95673647114,5935.24928806994
"1843",4141.10365457595,2977.82520392504,5304.38210522685,2362.02278996912,5920.18451918278
"1844",4117.30958330489,2948.24204259993,5286.37712400985,2329.37506948545,5905.24409712433
"1845",4094.20042492875,2919.69840841126,5268.70244144624,2297.95459757828,5890.44625227921
"1846",4071.75643617744,2892.15122999839,5251.3616423565,2267.7059537418,5875.80691861308
"1847",4049.95845966938,2865.55975837817,5234.35716096058,2238.57695908942,5861.33996024933
"1848",4028.78789650848,2839.88538393935,5217.69040907761,2210.51841097714,5847.05738203982
"1849",4008.2266859745,2815.09147823361,5201.36189371539,2183.48385179513,5832.96952015387
"1850",3988.25728833108,2791.14325386832,5185.37132279384,2157.42936379308,5819.08521286908
"1851",3968.86266914656,2768.007638806,5169.71769948713,2132.31338513779,5805.41195315534
"1852",3950.02628447511,2745.65316272783,5154.39940622239,2108.09654396589,5791.95602498433
"1853",3931.73206662866,2724.04985378589,5139.41427947142,2084.74150801185,5778.72262524546
"1854",3913.96441042446,2703.16914444011,5124.7596764088,2062.21284787812,5765.71597297079
"1855",3896.708159855,2682.98378531249,5110.43253439751,2040.47691234306,5752.93940736694
"1856",3879.94859515225,2663.46776615915,5096.42942414535,2019.50171434593,5740.39547595857
"1857",3863.67142022851,2644.59624319028,5082.74659726673,1999.2568264807,5728.08601397631
"1858",3847.86275048048,2626.34547207245,5069.3800288885,1979.71328498806,5716.01221597289
"1859",3832.50910094508,2608.69274603422,5056.32545585594,1960.84350136613,5704.17470052403
"1860",3817.59737479643,2591.6163385692,5043.57841102367,1942.62118083161,5692.57356876125
"1861",3803.11485217403,2575.09545029235,5031.13425405571,1925.02124695753,5681.20845739053
"1862",3789.04917933256,2559.11015955852,5018.9881991066,1908.01977189455,5670.07858677057
"1863",3775.38835810398,2543.64137649774,5007.13533971023,1891.59391165248,5659.18280455549
"1864",3762.120735663,2528.67080016121,4995.57067116478,1875.72184597851,5648.51962534748
"1865",3749.23499458702,2514.18087850571,4984.28911066832,1860.38272242064,5638.0872667534
"1866",3736.72014320233,2500.15477097418,4973.28551543048,1845.55660420995,5627.8836821947
"1867",3724.56550620804,2486.57631345544,4962.55469896064,1831.22442163467,5617.90659078141
"1868",3712.76071556997,2473.42998542926,4952.09144571068,1817.36792661318,5608.15350452675
"1869",3701.29570167656,2460.70087912196,4941.89052423117,1803.96965020348,5598.62175314965
"1870",3690.16068474946,2448.37467051582,4931.94669898309,1791.01286281286,5589.30850668605
"1871",3679.34616650118,2436.43759207038,4922.25474093197,1778.48153689482,5580.21079610753
"1872",3668.84292203303,2424.87640702744,4912.80943703862,1766.36031194105,5571.32553212501
"1873",3658.64199196615,2413.6783851836,4903.60559874871,1754.6344615942,5562.64952233811
"1874",3648.73467479908,2402.83128002464,4894.63806957352,1743.28986272366,5554.1794868745
"1875",3639.11251948524,2392.32330712569,4885.90173184478,1732.31296632069,5545.91207264979
"1876",3629.76731822416,2382.14312372954,4877.39151271878,1721.69077008221,5537.84386636611
"1877",3620.69109946012,2372.27980942284,4869.10238949741,1711.41079256395,5529.9714063563
"1878",3611.8761210823,2362.72284783696,4861.02939432765,1701.46104879391,5522.2911933707
"1879",3603.31486382072,2353.46210930625,4853.16761833519,1691.83002724643,5514.79970039501
"1880",3595.00002483217,2344.48783442173,4845.51221524261,1682.50666808517,5507.49338157917
"1881",3586.92451147087,2335.79061842359,4838.05840451816,1673.48034259109,5500.36868035065
"1882",3579.08143523833,2327.36139637986,4830.8014740968,1664.74083369794,5493.42203677872
"1883",3571.46410590738,2319.191429103,4823.73678271176,1656.27831756406,5486.6498942507
"1884",3564.06602581536,2311.27228975965,4816.85976187107,1648.08334611481,5480.04870551591
